Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
Antillanca Volcanic Complex,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,230 BCE,-40.783,-72.15,1979,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Puntiagudo-Cordon Cenizos,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1850 CE,-40.969,-72.264,2493,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Osorno,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1869 CE,-41.105,-72.496,2659,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Tronador,Chile-Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-41.157,-71.885,3478,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Cayutue-La Vigueria,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Cluster,Volcanic field,Eruption Dated,190 BCE,-41.3,-72.27,506,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Calbuco,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2015 CE,-41.33,-72.618,1974,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Yate,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1090 CE,-41.755,-72.396,2187,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Hornopiren,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,340 CE,-41.874,-72.431,1572,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Apagado,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Minor,Pyroclastic cone,Eruption Dated,590 BCE,-41.88,-72.58,1210,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Crater Basalt Volcanic Field,Argentina,Andean Volcanic Regions,Andean Southern Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,-42.018,-70.194,1344,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Huequi,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Minor,Lava dome(s),Eruption Observed,1920 CE,-42.377,-72.578,1318,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Michinmahuida,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1835 CE,-42.799,-72.445,2452,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Chaiten,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Caldera,Caldera,Eruption Observed,2011 CE,-42.8349,-72.6514,1122,Subduction zone / Continental crust (>25 km),Rhyolite
Yanteles,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano(es),Eruption Dated,6650 BCE,-43.469,-72.782,1790,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Corcovado,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,4920 BCE,-43.189,-72.794,1826,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Melimoyu,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,200 CE,-44.08,-72.88,2400,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Puyuhuapi,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Minor,Pyroclastic cone(s),Evidence Credible,Unknown,-44.3,-72.53,524,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Mentolat,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1710 CE,-44.7,-73.08,1660,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Cay,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,-45.059,-72.984,2090,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Maca,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1560 CE,-45.1,-73.17,2960,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
"Hudson, Cerro",Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2011 CE,-45.9,-72.97,1905,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Lautaro,Chile,Andean Volcanic Regions,Andean Austral Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1979 CE,-49.019,-73.504,3542,Subduction zone / Continental crust (>25 km),Dacite
Aguilera,Chile,Andean Volcanic Regions,Andean Austral Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1253 BCE,-50.33,-73.75,2546,Subduction zone / Continental crust (>25 km),Dacite
Reclus,Chile,Andean Volcanic Regions,Andean Austral Volcanic Arc,Composite,Pyroclastic cone,Eruption Observed,1908 CE,-50.9395,-73.5802,1403,Subduction zone / Continental crust (>25 km),Dacite
Meullin,Chile,Andean Volcanic Regions,Andean Southern Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,-45.22,-73.05,1080,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
"Burney, Monte",Chile,Andean Volcanic Regions,Andean Austral Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1910 CE,-52.33,-73.4,1758,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Pali-Aike Volcanic Field,Chile-Argentina,Andean Volcanic Regions,Andean Austral Volcanic Arc,Cluster,Volcanic field,Eruption Dated,5550 BCE,-52.082,-69.698,282,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Fueguino,Chile,Andean Volcanic Regions,Andean Austral Volcanic Arc,Minor (Silicic),Lava dome(s),Eruption Observed,1820 CE,-54.97,-70.262,157,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Saba,Netherlands,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1640 CE,17.63,-63.23,887,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
"Quill, The",Netherlands,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Dated,250 CE,17.478,-62.96,601,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Liamuiga,Saint Kitts and Nevis,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Dated,160 CE,17.37,-62.8,1156,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Nevis Peak,Saint Kitts and Nevis,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,17.15,-62.58,985,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Soufriere Hills,United Kingdom,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2013 CE,16.72,-62.18,915,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Soufriere Guadeloupe,France,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1977 CE,16.044,-61.664,1467,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
"Diables, Morne aux",Dominica,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Minor,Lava dome(s),Evidence Credible,Unknown,15.612,-61.43,861,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
"Diablotins, Morne",Dominica,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Evidence Uncertain,Unknown,15.503,-61.397,1430,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
"Trois Pitons, Morne",Dominica,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Complex,Eruption Dated,920 CE,15.37,-61.33,1387,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
"Watt, Morne",Dominica,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1997 CE,15.307,-61.305,1224,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
"Plat Pays, Morne",Dominica,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1270 CE,15.255,-61.341,940,Subduction zone / Oceanic crust (< 15 km),Dacite
Pelee,France,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1932 CE,14.809,-61.166,1372,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Qualibou,Saint Lucia,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Caldera,Caldera,Eruption Observed,1766 CE,13.83,-61.05,777,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Soufriere St. Vincent,Saint Vincent and the Grenadines,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2021 CE,13.33,-61.18,1220,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Kick 'em Jenny,Grenada,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Complex,Eruption Observed,2017 CE,12.3,-61.64,-185,Subduction zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
St. Catherine,Grenada,Middle America-Caribbean Volcanic Regions,Lesser Antilles Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,12.15,-61.67,840,Subduction zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Snaefellsjokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Dated,200 CE,64.8,-23.783,1446,Rift zone / Oceanic crust (< 15 km),
Helgrindur,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Volcanic field,Evidence Credible,Unknown,64.866,-23.283,986,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Ljosufjoll,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Volcanic field,Eruption Dated,960 CE,64.9,-22.483,1063,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Reykjanes,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Crater rows,Eruption Observed,2024 CE,63.817,-22.717,140,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Eldey,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Fissure vent,Eruption Observed,1926 CE,63.733,-23,70,Rift zone / Oceanic crust (< 15 km),
Krysuvik-Trolladyngja,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Crater rows,Eruption Observed,1340 CE,63.917,-22.067,360,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Fagradalsfjall,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Fissure vent,Eruption Observed,2023 CE,63.895,-22.258,250,Rift zone / Oceanic crust (< 15 km),
Brennisteinsfjoll,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Crater rows,Eruption Observed,1341 CE,63.933,-21.783,610,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Hengill,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Crater rows,Eruption Dated,150 CE,64.083,-21.416,803,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Hromundartindur,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Evidence Uncertain,Unknown,64.083,-21.333,550,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Grimsnes,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Volcanic field,Eruption Dated,3500 BCE,64.05,-20.883,200,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Prestahnukur,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Fissure vent(s),Eruption Dated,3350 BCE,64.583,-20.666,1385,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Oddnyjarhnjukur-Langjokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Fissure vent(s),Eruption Dated,950 CE,64.85,-19.7,1100,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Hofsjokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Fissure vent(s),Evidence Credible,Unknown,64.833,-18.766,1765,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Vestmannaeyjar,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Fissure vent(s),Eruption Observed,1973 CE,63.416,-20.266,283,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Eyjafjallajokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Observed,2010 CE,63.633,-19.633,1651,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Katla,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Fissure vent(s),Eruption Observed,1918 CE,63.633,-19.083,1490,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Tindfjallajokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Evidence Uncertain,Unknown,63.783,-19.716,1464,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Torfajokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Observed,1477 CE,63.892,-19.122,1280,Rift zone / Oceanic crust (< 15 km),Rhyolite
Hekla,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Observed,2000 CE,63.983,-19.666,1490,Rift zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Grimsvotn,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Caldera,Caldera,Eruption Observed,2011 CE,64.416,-17.316,1719,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Thordarhyrna,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Observed,1904 CE,64.267,-17.617,1650,Rift zone / Oceanic crust (< 15 km),
Bardarbunga,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Observed,2015 CE,64.633,-17.516,2000,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Tungnafellsjokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Evidence Credible,Unknown,64.75,-17.916,1523,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Kverkfjoll,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Observed,1968 CE,64.653,-16.647,1930,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Askja,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Observed,1961 CE,65.033,-16.783,1080,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Fremrinamar,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Dated,1200 BCE,65.416,-16.666,970,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Krafla,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Caldera,Eruption Observed,1984 CE,65.715,-16.728,800,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Heidarspordar,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Cluster,Fissure vent,Eruption Dated,300 BCE,65.583,-16.817,490,Rift zone / Oceanic crust (< 15 km),
Theistareykir,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Shield,Shield,Eruption Dated,900 BCE,65.883,-16.967,563,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Tjornes Fracture Zone,Iceland,Atlantic Ocean Volcanic Regions,Arctic Ridge Rift Zone,Cluster,Fissure vent,Eruption Observed,1868 CE,66.309,-17.118,-75,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Oraefajokull,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Eruption Observed,1728 CE,64,-16.65,2010,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Esjufjoll,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Unrest / Holocene,Unknown,64.25,-16.583,1620,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Snaefell,Iceland,Atlantic Ocean Volcanic Regions,Iceland Neovolcanic Rift Zone,Composite,Stratovolcano,Evidence Uncertain,Unknown,64.798,-15.56,1833,Rift zone / Oceanic crust (< 15 km),
Kolbeinsey Ridge,Iceland,Atlantic Ocean Volcanic Regions,Arctic Ridge Rift Zone,Cluster,Fissure vent,Eruption Observed,1755 CE,66.67,-18.5,5,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Jan Mayen,Norway,Atlantic Ocean Volcanic Regions,Arctic Ridge Rift Zone,Composite,Stratovolcano,Eruption Observed,1985 CE,71.082,-8.155,2197,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
East Gakkel Ridge at 85°E,Undersea Features,Atlantic Ocean Volcanic Regions,Arctic Ridge Rift Zone,Cluster,Fissure vent,Evidence Credible,1999 CE,85.608,85.25,-3800,Rift zone / Oceanic crust (< 15 km),No Data (checked)
Pico Fracture Zone,Undersea Features,Atlantic Ocean Volcanic Regions,Azores Triple Junction Volcanic Province,Cluster,Fissure vent,Eruption Observed,1865 CE,38.75,-38.08,-4200,Intraplate / Oceanic crust (< 15 km),No Data (checked)
Flores,Portugal,Atlantic Ocean Volcanic Regions,Azores Triple Junction Volcanic Province,Composite,Stratovolcano(es),Eruption Dated,950 BCE,39.462,-31.216,914,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Fayal,Portugal,Atlantic Ocean Volcanic Regions,Azores Triple Junction Volcanic Province,Composite,Stratovolcano,Eruption Observed,1958 CE,38.576,-28.713,1041,Rift zone / Oceanic crust (< 15 km),Andesite / Basaltic Andesite
Pico,Portugal,Atlantic Ocean Volcanic Regions,Azores Triple Junction Volcanic Province,Composite,Stratovolcano,Eruption Observed,1720 CE,38.47,-28.4,2351,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Sao Jorge,Portugal,Atlantic Ocean Volcanic Regions,Azores Triple Junction Volcanic Province,Cluster,Fissure vent,Eruption Observed,1902 CE,38.65,-28.08,1053,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
Graciosa,Portugal,Atlantic Ocean Volcanic Regions,Azores Triple Junction Volcanic Province,Composite,Stratovolcano,Eruption Dated,1950 BCE,39.02,-27.97,402,Rift zone / Oceanic crust (< 15 km),Basalt / Picro-Basalt
